artist,wholefestival_url,wholefestival_description,soundcloud_url,soundcloud_urls,wholefestival_links,soundcloud_canonical_url,soundcloud_followers,soundcloud_description,soundcloud_avatar_url,genres,scrape_status,scraped_at
fka.m4a,https://www.wholefestival.com/lineup,"Jay Jackson (fka.m4a) has built a solid reputation in the underground scene with a distinctive blend of euphoric and sensual House music. The London born and Berlin-based DJ has made an impact worldwide with filmed sets amassing over half a million streams online and he has played at venues and festivals like Timewarp, Sonar and Panorama Bar. Photographer: Tony Stewart",https://soundcloud.com/fkam4a,https://soundcloud.com/fkam4a,https://www.instagram.com/fka.m4a/;https://www.tiktok.com/@fka.m4a;https://open.spotify.com/artist/4hNyVzQ8PL0LLA3fROBEuY?si=6roXX5IJQVCU1DrO_Urypg;https://soundcloud.com/fkam4a,https://soundcloud.com/fkam4a,5923,"Worldwide: anjel@apelago.com
North/South America: mariesa@liaisonartists.com
Management: oscar@jlartists.com

Jay Jackson (fka.m4a) has built a solid reputation in the underground scene with a distinctive blend of euphoric and sensual House music. The London born and Berlin-based DJ has made an impact worldwide with filmed sets amassing over half a million streams online and he has played at venues and festivals like Timewarp, Sonar and Panorama Bar.

In 2024, he launched his own label and event series, CONTR4ST, which has become a home for emotionally driven dance music. So far, it’s released his debut EP Summer Nostalgia and the follow-up single through the heart, which came with a remix from Kyle Starkey as well as a variety of established `& up-and-coming artists.
But CONTR4ST is more than a label, it’s about creating a space where joy and love are put first, championing feelings of euphoria and that feeling that just makes you wanna hug your friends.
The first party at OHM in Berlin sold out, setting the tone for events that aim to take people on a journey: starting with warm, feel-good tracks that bring people together, moving into deeper, more introspective moments, then guiding the crowd back into connection again. CONTR4ST is about love, openness and joy; a place where everyone can feel good, seen and appreciated.

Born in London, music was always a big part of his life. He credits artists like the Spice Girls and Lil Kim — powerful women making bold statements — as some of his first musical loves, which eventually led him to start DJing in the queer scene back home.
“I was working on the Soho & East London queer circuit,” he says. “I was mainly doing guestlist and hosting but eventually they asked me to DJ and I spent a few years cutting my teeth on that scene.” After years of playing pop, a trip to Berlin in 2018 changed everything. Seeing Honey Dijon live flipped a switch. “I completely fell in love with the storytelling element of her set,” he says. “I spent the next year immersed in dance music culture and started playing the electronic room at queer events.”

He moved to Berlin in 2019, but just as things were starting to build, the pandemic hit. During lockdown, he started streaming sets from his apartment, which took off and helped him sign with an agency. Once clubs reopened, he landed a debut set at Panorama Bar.

On being mentored by Peggy Gou & regularly performing as her support act, he says “She’s helped me out so much and we have a really strong relationship. She calls me her daughter and I call her my mother”. From there, things moved fast, and he started playing bigger shows like Warehouse Project and Sonar and put more energy into making his own music.

“It’s important for me to make music that works in the club,” he says. “But most importantly, it’s about making something that comes straight from the heart. I think I’ve achieved that on my first EP and I can’t wait for people to connect with it.”

Now, with CONTR4ST growing and more events on the way, he’s looking ahead to a packed 2026 that includes sets at Tomorrowland, Mighty Hoopla, WHOLE, Milkshake, and Lost Village. Jay Jackson (fka.m4a) isn’t chasing trends — he’s building something personal, creative, and wide open to anyone ready to dance.

2026 Tour Dates: 

Gegen x Pornceptual - Berlin, DE | 01.01.26
Kiesgrube - Neuss, DE | 01.01.26
Nista - Barcelona, ES | 18.01.26
Fold - London, UK | 23.01.26
CORE - Medellin, Colombia | 20.02.26 
SMUT - Athens, GR | 28.02.26
Basement - New York, NY | 20.03.26
SWXCH - Los Angeles, CA | 21.03.26 
Tomorrowland Winter - Lyon, FR | 24.03.26 
Hafen 49 - Mannheim, DE | 26.04.26 
KM25 - Paris, FR | 01.05.26
Ampere - Dusseldorf, DE | 09.05.26
Mixmag Germany Sessions - Berlin, DE | 16.05.26
Licht&Liebe Festival - Kronau, DE | 23.05.26
Pollerweisen - Dortmund, DE | 24.05.26
Thuishaven - Amsterdam, NL | 24.05.26
Sass - Vienna, AU | 30.05.26
Mighty Hoopla Festival - London, UK | 31.05.26
ELSE - Berlin, DE | 05.06.26
Nordstern - Basel, CH | 06.06.26
Sweat Festival - Stuttgart, DE | 06.06.26
Wurzel Festival - Niedergörsdorf, DE | 07.06.26
SMUT - Athens, GR | 13.06.26
Fusion - Münster, DE | 20.06.26
Oven Club - Valencia, ES | 26.06.26
Outernet - London, UK | 04.07.26 
Club Bizarre - Frankfurt, DE | 18.07.26
WHOLE Festival - Ferropolis, DE | 19.07.26
RSO - Berlin, DE | 24.07.26
Studio Club - Malaga, ES| 25.07.26
Milkshake Festival - Amsterdam, NL | 26.07.26
Tillatec - Amsterdam, NL | 01.08.26
Karoline - Hamburg, Germany | 08.08.26
Sziget Festival - Budapest, HU | 15.08.26 
TBA - Cologne, DE - 22.08.26
Lost Village Festival - Lincoln, UK | 30.08.26
The Island Festival - Obonjan, CR | 04.09.26 
Gegen - Berlin, DE | 11.09.26
Nachbar - Amsterdam, NL| 25.09.26
Basis - Utrecht, NL | 26.09.26 
TBA - London, UK | 02.10.26
Regensburg Pop Culture Festival - DE | 24.10.26
Korgy - Helsinki, FL | 31.10.26 
TBA - Paris, FR | 14.11.26
TBA - London, UK | 21.11.26 
TBA - Paris, FR | 21.11.26 
TBA - Berlin, DE | 06.12.26
TBA - Goa, IN | 27.12.26",https://i1.sndcdn.com/avatars-sFHR7aEe72zRg99x-PsyCfw-large.jpg,house,ok,2026-07-11T09:17:17+00:00
Freddy K,https://www.wholefestival.com/lineup,"A true underground force, techno activist, and master of marathon sets, Freddy has been shaping the scene since the ’90s – from Rome’s iconic Virus movement to his legendary closing sets at Berghain. With an unmatched energy, deep musical knowledge, and a 360° approach to techno, he remains a driving force in the underground. As the head of KEY Vinyl, he continues to champion raw, unfiltered sounds with a pure, no-nonsense ethos. Expect intense, extended vinyl-only sets crafted strictly for the dancefloor. Photographer: Stini Roehrs",https://soundcloud.com/freddy_k_berlin,https://soundcloud.com/freddy_k_berlin,https://www.instagram.com/freddyk3614;https://soundcloud.com/freddy_k_berlin;https://de.ra.co/dj/freddyk,https://soundcloud.com/freddy_k_berlin,40888,"__techno dj and producer since 1991__
__boss of KEY Vinyl __
Bookings: mirko@ekipa.agency
Americas: nicole@muisca.la
Photo by Stini Roehrs",https://i1.sndcdn.com/avatars-aync1WUN7teWOVRK-aqUiwA-large.jpg,techno,ok,2026-07-11T09:17:17+00:00
Frederik Tollund,https://www.wholefestival.com/lineup,"Once called ‘A defiant pillar of the Copenhagen scene’ in a low-rated YouTube comment, Barcelona-based Frederik Tollund is a DJ/producer firmly believing in the political and transformative power of dance floors. He is a co-founder of Group Therapy and a resident at the techno institution Den Anden Side in Copenhagen. As a DJ, Frederik is known for his high-energy closings and all-nighter sets with a UK-fused sound spanning leftfield techno, lofty tear-jerkers, and diva house – all centered around textures and emotions. His productions follow a similar hook-driven vein, with tracks released on Hypersoft, Radiant Love, and Another Name, supported by artists like Ben UFO, Jay Carder, and Juba. Photographer: Daniel Hjort",,,,,,,,techno; house,no_soundcloud_link,2026-07-11T09:17:17+00:00
FRZNTE,https://www.wholefestival.com/lineup,"FRZNTE will perform on the performance stage during set changes of the next gig, keeping the energy high with dynamic music and playful stage presence. The set includes performative costume changes, audience interaction, and use of striking footwear and light elements such as LED/laser heels. Overall, the performance is an energetic, flirtatious, and immersive interlude that bridges the DJ sets. FRZNTE is a DJ, pole performer, and cultural producer working at the intersection of performance, music, and space. IIn her pole performances, she combines performative, choreographic, and sculptural elements, often referring to the architectural context. As a DJ, she blends Booty Beats, Disco, House, and eclectic favorites into high-energy, genre-bending sets – sometimes even bringing her pole on stage for a playful, hypnotic Pole Dance DJ Set.",https://soundcloud.com/frznte,https://soundcloud.com/frznte,https://www.instagram.com/frznte/;https://soundcloud.com/frznte,https://soundcloud.com/frznte,157,💄DJ & Pole Performer💄,https://i1.sndcdn.com/avatars-ZqIbPafBPLyWwTS2-TrfDkg-large.jpg,house; disco,ok,2026-07-11T09:17:17+00:00
Gabrielle Kwarteng,https://www.wholefestival.com/lineup,"A DJ, radio host and curator, her sets have enchanted vital club spaces such as Panorama Bar in Berlin and NYC’s Nowadays, as well as a span of festivals including Glastonbury, Horst, Melt and Dekmantel selectors. Kwarteng’s diverse taste and open-mindedness lead first, allowing her to fluidly slip through a mix of heady 80s and 90s NY house, disco interpretations that traverse diaspora and eras, percussive passages alongside boldly broken beats and, as the lights get lower, an undeniable acid undercurrent.  In an era of everything at once, Kwarteng weaves stories for the dancefloor that often look to the past, but always focus on possible futures.",https://soundcloud.com/gabriellekwarteng,https://soundcloud.com/gabriellekwarteng,https://www.instagram.com/gabriellekwarteng/;https://soundcloud.com/gabriellekwarteng,https://soundcloud.com/gabriellekwarteng,6694,"Bookings: 
 EU/ROW: mirko@ekipa.agency
 NA + SA: marlena@liaisonartists.com",https://i1.sndcdn.com/avatars-zUV3nQL6z6Rijbja-QP8eqw-large.jpg,house; disco; acid,ok,2026-07-11T09:17:17+00:00
GAZE,https://www.wholefestival.com/lineup,"GAZE is a Vienna-based queer platform and party series that creates immersive cultural experiences at the intersection of nightlife, art, and community. Rooted in the history of house music and queer expression, GAZE brings together music, fashion, performance, and visual art to build spaces where LGBTQIA+ identities are not only welcomed, but centered and celebrated.",,,https://www.instagram.com/gaze.wien,,,,,house,no_soundcloud_link,2026-07-11T09:17:17+00:00
GEGEN,https://www.wholefestival.com/lineup,"GEGEN is a Berlin-based queer collective and event series exploring the intersections of techno, performance, fetish culture, and radical self-expression. Since its founding in 2011, GEGEN has created immersive club rituals where bodies, identities, and desires move beyond normative boundaries. Through large-scale events, artistic collaborations, and international tours, GEGEN brings together DJs, performers, visual artists, and audiences to create temporary spaces of transformation. Each edition revolves around a conceptual theme that investigates power, desire, politics, and the body.",https://soundcloud.com/gegenberlin,https://soundcloud.com/gegenberlin,https://www.instagram.com/gegenberlin/;https://soundcloud.com/gegenberlin,https://soundcloud.com/gegenberlin,6482,"Perceiving the idea of community as a demagogic form for bigger powers like religions, societies and markets to exercise their violence with the fake flag of politically correct partecipation, we do not wish to design a party just to give you a safe space and protection. We are not selling you the possibility to be “queer” for one night. We want to expose you to your own fears and pleasures by pushing you to understand how your own power mechanisms are produced. This is why we invite you to be GEGEN by performing your psychosis, by being the enemy of yourself, by thinking and being out of b/order and by destroying every rational thought.",https://i1.sndcdn.com/avatars-tu3IB7icAe3CVOCU-0O8vuA-large.jpg,techno,ok,2026-07-11T09:17:17+00:00
Gieza Poke,https://www.wholefestival.com/lineup,"Returning to host Whole's Got Talent for the 4th(5th?!) year running Gieza Poke is a community loving, hard-working, tender and vulgar bundle of DIY Drag joy! Host & producer of countless iconic drag shows in Berlin, she’s a singer, dancer, crafter, host and a full-time purveyor of filth. Auntie Gieza always puts the innuendo in crescendo! Photographer: RoniLugassi",,,https://www.instagram.com/giezapoke,,,,,,no_soundcloud_link,2026-07-11T09:17:17+00:00
Group Therapy,https://www.wholefestival.com/lineup,"Cute, sweaty, horny - all wrapped in radical care. Welcome to Group Therapy. A household name in the queer DIY rave scene of Copenhagen. Expect dedicated dancing, genre-fluid DJ’s, soft hearts and heaps of chaos energy. Be cunt and curious and leave a little transformed.",https://soundcloud.com/grouptherapy_cph,https://soundcloud.com/grouptherapy_cph,https://www.instagram.com/grouptherapy.cph/;https://soundcloud.com/grouptherapy_cph,https://soundcloud.com/grouptherapy_cph,758,"Group Therapy is a series of therapeutic dancing sessions.

Created and hosted by Christof, Frederik (@frederiktollund) and Carlo & Selma (@carloselma) (@lucky_lube) & (@selmaselmaselma)",https://i1.sndcdn.com/avatars-000686006688-tiv78m-large.jpg,,ok,2026-07-11T09:17:17+00:00
HAAi,https://www.wholefestival.com/lineup,"HAAi is known for her dynamic, tempo-shifting DJ sets. In 2024 HAAi played over 100 shows across five continents, 30 countries, and 91 cities. She took to the biggest stages at festivals, such as Glastonbury, Sonar, and EDC Las Vegas, while also delivering sets at local parties including Japan’s Rainbow Disco Club, Berlin’s RSO and Paris’ Iconic Rex Club, where she performed a year-long residency. In-between, HAAi was playing b2b’s with friends like KI/KI, Jennifer Cardini, The Blessed Madonna and Solomun. 2024 also saw the launch of UNiSON, her community focused party brand that featured surprise back-to-back sets with Boys Noize, DJ Boring and Romy, alongside a room programmed with emerging artists discovered via HAAi’s Submit to Play platform. UNiSON has become a platform for HAAi to uplift rising talent while creating an inclusive and boundary-pushing space for club culture. From her beginnings as a singer-songwriter in Western Australia to her rise as a globally renowned producer, songwriter and DJ, HAAi continues to push boundaries and redefine the possibilities of electronic music. Photographer: Imogene Barron",https://soundcloud.com/haai-2,https://soundcloud.com/haai-2,https://www.instagram.com/haaihaaihaai/;https://open.spotify.com/artist/0pkLgeB9j465x1QB2kRoy4;https://soundcloud.com/haai-2,https://soundcloud.com/haai-2,24031,"Satellite - out now 🧬 @muterecords 
Bookings 
ROW - ollie.seaman@teamwass.com
N/S America - Ryan@liaisonartists.com
MGMT - pol@softservemgmt.com",https://i1.sndcdn.com/avatars-9zmpzzmwdruKhg9J-1QzJoQ-large.jpg,disco,ok,2026-07-11T09:17:17+00:00
